item_id	title	genres	director	producer	actors	release_date	duration	age_rating	imdb_rating	imdb_num_reviews	item_rating_count	popularity	description	genres_list	directors_list	producers_list	actors_list
1628	Lamerica (1994)	Drama	Gianni Amelio	Gianni Amelio, Andrea Porporati, and Alessandro Sermoneta	Enrico Lo Verso, Michele Placido, Piro Milkani, Carmelo Di Mazzarelli, Elida Janushi, Sefer Pema, Idajet Sejdia, Marieta Ljarja, Elina Ndreu, Ilir Ara, Liliana Subashi, Artan Marina, Vassjan Lammi, Nikolin Elezi, Fatmir Gjyla, Elona Hoti, Besim Kurti, and Esmeralda Ara	1994	1h 56min	unknown	7.5	2.2K	4	unpopular	Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets the eye.	['Drama']	['Gianni Amelio']	['Gianni Amelio', 'Andrea Porporati', 'Alessandro Sermoneta']	['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani', 'Carmelo Di Mazzarelli', 'Elida Janushi', 'Sefer Pema', 'Idajet Sejdia', 'Marieta Ljarja', 'Elina Ndreu', 'Ilir Ara', 'Liliana Subashi', 'Artan Marina', 'Vassjan Lammi', 'Nikolin Elezi', 'Fatmir Gjyla', 'Elona Hoti', 'Besim Kurti', 'Esmeralda Ara']
876	Money Talks (1997)	Action and Comedy	Brett Ratner	Joel Cohen and Alec Sokolow	Charlie Sheen, Chris Tucker, Heather Locklear, Elise Neal, Paul Sorvino, David Lee McLain, Vic Ferreira, Gary Briggs, Larry Hankin, Nathan Anderson, Damian Chapa, Richard Noyce, Faizon Love, Gérard Ismaël, Ralph W. Odum, Frank Bruynbroek, David Warner, and Doug Llewelyn	1997	1h 37min	R	6.2	29K	47	average	Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.	['Action', 'Comedy']	['Brett Ratner']	['Joel Cohen', 'Alec Sokolow']	['Charlie Sheen', 'Chris Tucker', 'Heather Locklear', 'Elise Neal', 'Paul Sorvino', 'David Lee McLain', 'Vic Ferreira', 'Gary Briggs', 'Larry Hankin', 'Nathan Anderson', 'Damian Chapa', 'Richard Noyce', 'Faizon Love', 'Gérard Ismaël', 'Ralph W. Odum', 'Frank Bruynbroek', 'David Warner', 'Doug Llewelyn']
424	Children of the Corn: The Gathering (1996)	Horror	Greg Spence	Stephen King, Stephen Berger, and Greg Spence	Naomi Watts, Jamie Renée Smith, Karen Black, Mark Salling, Brent Jennings, Toni Marsh, Lewis Flanagan III, Brandon Kleyla, William Windom, Salle Ellis, Marietta Marich, Jonathan Patterson, Joshua Patterson, Kay Bower, Samaria Graham, Evan Greenwalt, Adam Lidberg, and Libby Villari	unknown	unknown	unknown	4.2	4.6K	19	average	All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing any adult in their path, in vicious and mysterious forms. A young woman who has just returned to town tries to find out what is happening, while trying to protect her transformed young sister. However, the kids are starting to revive their leader...	['Horror']	['Greg Spence']	['Stephen King', 'Stephen Berger', 'Greg Spence']	['Naomi Watts', 'Jamie Renée Smith', 'Karen Black', 'Mark Salling', 'Brent Jennings', 'Toni Marsh', 'Lewis Flanagan III', 'Brandon Kleyla', 'William Windom', 'Salle Ellis', 'Marietta Marich', 'Jonathan Patterson', 'Joshua Patterson', 'Kay Bower', 'Samaria Graham', 'Evan Greenwalt', 'Adam Lidberg', 'Libby Villari']
311	Wings of the Dove, The (1997)	Drama, Romance, and Thriller	Shannon McIntosh and David Wilson	Beau Weaver, Martha Banta, and Peter Bogdanovich	Beau Weaver, Martha Banta, Peter Bogdanovich, Helena Bonham Carter, Alison Elliott, Lee Mitchell, Claire Oberon Garcia, David Parfitt, Charlotte Rampling, Mark Rance, Linus Roache, and Iain Softley	unknown	17min	1999	8.2	26	75	average	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Drama', 'Romance', 'Thriller']	['Shannon McIntosh', 'David Wilson']	['Beau Weaver', 'Martha Banta', 'Peter Bogdanovich']	['Beau Weaver', 'Martha Banta', 'Peter Bogdanovich', 'Helena Bonham Carter', 'Alison Elliott', 'Lee Mitchell', 'Claire Oberon Garcia', 'David Parfitt', 'Charlotte Rampling', 'Mark Rance', 'Linus Roache', 'Iain Softley']
730	Queen Margot (Reine Margot, La) (1994)	Drama and Romance	Patrice Chéreau	Alexandre Dumas, Danièle Thompson, and Patrice Chéreau	Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez, Virna Lisi, Dominique Blanc, Pascal Greggory, Claudio Amendola, Miguel Bosé, Asia Argento, Julien Rassam, Thomas Kretschmann, Jean-Claude Brialy, Jean-Philippe Écoffey, Albano Guaetta, Johan Leysen, Dörte Lyssewski, and Michelle Marquais	1994	2h 39min	R	7.4	17K	24	average	Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family.	['Drama', 'Romance']	['Patrice Chéreau']	['Alexandre Dumas', 'Danièle Thompson', 'Patrice Chéreau']	['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade', 'Vincent Perez', 'Virna Lisi', 'Dominique Blanc', 'Pascal Greggory', 'Claudio Amendola', 'Miguel Bosé', 'Asia Argento', 'Julien Rassam', 'Thomas Kretschmann', 'Jean-Claude Brialy', 'Jean-Philippe Écoffey', 'Albano Guaetta', 'Johan Leysen', 'Dörte Lyssewski', 'Michelle Marquais']
654	Chinatown (1974)	Film-Noir, Mystery, and Thriller	Roman Polanski	Robert Towne and Roman Polanski	Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman, Darrell Zwerling, Diane Ladd, Roy Jenson, Roman Polanski, Richard Bakalyan, Joe Mantell, Bruce Glover, Nandu Hinds, James ORear, James Hong, Beulah Quo, Jerry Fujikawa, and Belinda Palmer	1974	2h 10min	R	8.2	310K	147	average	A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.	['Film-Noir', 'Mystery', 'Thriller']	['Roman Polanski']	['Robert Towne', 'Roman Polanski']	['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Darrell Zwerling', 'Diane Ladd', 'Roy Jenson', 'Roman Polanski', 'Richard Bakalyan', 'Joe Mantell', 'Bruce Glover', 'Nandu Hinds', 'James ORear', 'James Hong', 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer']
928	Craft, The (1996)	Drama and Horror	Andrew Fleming	Peter Filardi and Andrew Fleming	Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna, Helen Shaver, Jeanine Jackson, Brenda Strong, Elizabeth Guber, Jennifer Greenhut, Arthur Senzy, Endre Hules, and Mark Conlon	1996	1h 41min	R	6.4	86K	104	average	A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.	['Drama', 'Horror']	['Andrew Fleming']	['Peter Filardi', 'Andrew Fleming']	['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True', 'Skeet Ulrich', 'Christine Taylor', 'Breckin Meyer', 'Nathaniel Marston', 'Cliff De Young', 'Assumpta Serna', 'Helen Shaver', 'Jeanine Jackson', 'Brenda Strong', 'Elizabeth Guber', 'Jennifer Greenhut', 'Arthur Senzy', 'Endre Hules', 'Mark Conlon']
43	Disclosure (1994)	Drama and Thriller	Barry Levinson	Michael Crichton and Paul Attanasio	Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia, Dylan Baker, Rosemary Forsyth, Dennis Miller, Suzie Plakson, Nicholas Sadler, Jacqueline Kim, Joe Urla, Michael Chieffo, Joseph Attanasio, Faryn Einhorn, Trevor Einhorn, Allan Rich, and Kate Williamson	1994	2h 8min	R	6.1	48K	40	average	A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.	['Drama', 'Thriller']	['Barry Levinson']	['Michael Crichton', 'Paul Attanasio']	['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Caroline Goodall', 'Roma Maffia', 'Dylan Baker', 'Rosemary Forsyth', 'Dennis Miller', 'Suzie Plakson', 'Nicholas Sadler', 'Jacqueline Kim', 'Joe Urla', 'Michael Chieffo', 'Joseph Attanasio', 'Faryn Einhorn', 'Trevor Einhorn', 'Allan Rich', 'Kate Williamson']
788	Relative Fear (1994)	Horror and Thriller	George Mihalka	Kurt Wimmer	Darlanne Fluegel, Martin Neufeld, James Brolin, Denise Crosby, M. Emmet Walsh, Matthew Dupuis, Bruce Dinsmore, Linda Sorensen, Jason Blicker, Liz MacRae, Vlasta Vrana, Michael Caloz, Gisèle Rousseau, Jenny Campbell, Alan West, Frank Schorpion, Bernadette Li, and Victoria Barkoff	1994	1h 34min	R	5.7	320	3	unpopular	Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?	['Horror', 'Thriller']	['George Mihalka']	['Kurt Wimmer']	['Darlanne Fluegel', 'Martin Neufeld', 'James Brolin', 'Denise Crosby', 'M. Emmet Walsh', 'Matthew Dupuis', 'Bruce Dinsmore', 'Linda Sorensen', 'Jason Blicker', 'Liz MacRae', 'Vlasta Vrana', 'Michael Caloz', 'Gisèle Rousseau', 'Jenny Campbell', 'Alan West', 'Frank Schorpion', 'Bernadette Li', 'Victoria Barkoff']
632	Sophie's Choice (1982)	Drama	Alan J. Pakula	William Styron and Alan J. Pakula	Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin, Stephen D. Newman, Greta Turken, Josh Mostel, Marcell Rosenblatt, Moishe Rosenfeld, Robin Bartlett, Eugene Lipinski, John Rothman, Joseph Leon, David Wohl, Nina Polan, Alexander Sirotin, Armand Dahan, and Cortez Nance Jr.	1982	2h 30min	R	7.6	46K	58	average	Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.	['Drama']	['Alan J. Pakula']	['William Styron', 'Alan J. Pakula']	['Meryl Streep', 'Kevin Kline', 'Peter MacNicol', 'Rita Karin', 'Stephen D. Newman', 'Greta Turken', 'Josh Mostel', 'Marcell Rosenblatt', 'Moishe Rosenfeld', 'Robin Bartlett', 'Eugene Lipinski', 'John Rothman', 'Joseph Leon', 'David Wohl', 'Nina Polan', 'Alexander Sirotin', 'Armand Dahan', 'Cortez Nance Jr.']
406	Thinner (1996)	Horror and Thriller	Tom Holland	Stephen King, Michael McDowell, and Tom Holland	Robert John Burke, Joe Mantegna, Lucinda Jenney, Bethany Joy Lenz, Time Winters, Howard Erskine, Terrence Garmey, Randy Jurgensen, Jeffrey Ware, Antonette Schwartzberg, Terence Kava, Kari Wuhrer, Adriana Delphine, Ruth Miller, Walter Bobbie, John Horton, Daniel von Bargen, and Michael Constantine	1996	1h 33min	R	5.8	30K	49	average	An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.	['Horror', 'Thriller']	['Tom Holland']	['Stephen King', 'Michael McDowell', 'Tom Holland']	['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney', 'Bethany Joy Lenz', 'Time Winters', 'Howard Erskine', 'Terrence Garmey', 'Randy Jurgensen', 'Jeffrey Ware', 'Antonette Schwartzberg', 'Terence Kava', 'Kari Wuhrer', 'Adriana Delphine', 'Ruth Miller', 'Walter Bobbie', 'John Horton', 'Daniel von Bargen', 'Michael Constantine']
10	Richard III (1995)	Drama and War	Richard Loncraine	Ian McKellen, Richard Loncraine, and Richard Eyre	Ian McKellen, Annette Bening, Christopher Bowen, Edward Jewesbury, Bill Paterson, Matthew Groom, John Wood, Nigel Hawthorne, Maggie Smith, Kate Steavenson-Payne, Robert Downey Jr., Tres Hanley, Tim McInnerny, Stacey Kent, Jim Carter, Roger Hammond, Denis Lill, and Jim Broadbent	1995	1h 50min	R	7.4	14K	89	average	The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.	['Drama', 'War']	['Richard Loncraine']	['Ian McKellen', 'Richard Loncraine', 'Richard Eyre']	['Ian McKellen', 'Annette Bening', 'Christopher Bowen', 'Edward Jewesbury', 'Bill Paterson', 'Matthew Groom', 'John Wood', 'Nigel Hawthorne', 'Maggie Smith', 'Kate Steavenson-Payne', 'Robert Downey Jr.', 'Tres Hanley', 'Tim McInnerny', 'Stacey Kent', 'Jim Carter', 'Roger Hammond', 'Denis Lill', 'Jim Broadbent']
1620	Sixth Man, The (1997)	Comedy	Randall Miller	Christopher Reed and Cynthia Carle	Marlon Wayans, Kadeem Hardison, David Paymer, Michael Michele, Kevin Dunn, Gary Jones, Lorenzo Orr, Vladimir Cuk, Travis Ford, Jack Karuletwa, Chris Spencer, Kirk Baily, Saundra McClain, Harold Sylvester, Octavia Spencer, Danielle Saklofsky, Chris Turner, and Scott LaRose	1997	1h 47min	PG-13	5.7	5.7K	9	average	A college athlete returns from the dead to help his brother's basketball team win the NCAA title.	['Comedy']	['Randall Miller']	['Christopher Reed', 'Cynthia Carle']	['Marlon Wayans', 'Kadeem Hardison', 'David Paymer', 'Michael Michele', 'Kevin Dunn', 'Gary Jones', 'Lorenzo Orr', 'Vladimir Cuk', 'Travis Ford', 'Jack Karuletwa', 'Chris Spencer', 'Kirk Baily', 'Saundra McClain', 'Harold Sylvester', 'Octavia Spencer', 'Danielle Saklofsky', 'Chris Turner', 'Scott LaRose']
119	Maya Lin: A Strong Clear Vision (1994)	Documentary	Freida Lee Mock	Freida Lee Mock	Maya Lin	1994	1h 45min	unknown	7.3	482	4	unpopular	A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.	['Documentary']	['Freida Lee Mock']	['Freida Lee Mock']	['Maya Lin']
8	Babe (1995)	Children's, Comedy, and Drama	Chris Noonan	Dick King-Smith, George Miller, and Chris Noonan	James Cromwell, Magda Szubanski, Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn, Russi Taylor, Evelyn Krape, Michael Edward-Stevens, Charles Bartlett, Paul Livingston, Roscoe Lee Browne, Zoe Burton, Paul Goddard, Wade Hayward, Brittany Byrnes, and Mary Acres	1995	1h 31min	G	6.8	121K	219	popular	Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.	"[""Children's"", 'Comedy', 'Drama']"	['Chris Noonan']	['Dick King-Smith', 'George Miller', 'Chris Noonan']	['James Cromwell', 'Magda Szubanski', 'Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn', 'Russi Taylor', 'Evelyn Krape', 'Michael Edward-Stevens', 'Charles Bartlett', 'Paul Livingston', 'Roscoe Lee Browne', 'Zoe Burton', 'Paul Goddard', 'Wade Hayward', 'Brittany Byrnes', 'Mary Acres']
936	Brassed Off (1996)	Comedy, Drama, and Romance	Mark Herman	Mark Herman	Pete Postlethwaite, Tara Fitzgerald, Ewan McGregor, Stephen Tompkinson, Jim Carter, Philip Jackson, Peter Martin, Sue Johnston, Mary Healey, Melanie Hill, Lill Roughley, Peter Gunn, Stephen Moore, Kenneth Colley, Olga Grahame, Toni Galacki, Sky Ingram, and Luke McGann	1996	1h 48min	R	7.2	19K	32	average	The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.	['Comedy', 'Drama', 'Romance']	['Mark Herman']	['Mark Herman']	['Pete Postlethwaite', 'Tara Fitzgerald', 'Ewan McGregor', 'Stephen Tompkinson', 'Jim Carter', 'Philip Jackson', 'Peter Martin', 'Sue Johnston', 'Mary Healey', 'Melanie Hill', 'Lill Roughley', 'Peter Gunn', 'Stephen Moore', 'Kenneth Colley', 'Olga Grahame', 'Toni Galacki', 'Sky Ingram', 'Luke McGann']
942	What's Love Got to Do with It (1993)	Drama	Brian Gibson	Tina Turner, Kurt Loder, and Kate Lanier	Angela Bassett, Laurence Fishburne, RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon, Nita Woods Allen, Helen Marie Lovelace, Natalie Wilson, Seymour Daniel Jr., David McKinney, Jayd Stanfield, Maurice ONeal, Frank Rasberry, Monroe Howard, Serist Roberts, Wakeen Best, and Michelle Andera Jackson	1993	1h 58min	R	7.3	20K	45	average	The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.	['Drama']	['Brian Gibson']	['Tina Turner', 'Kurt Loder', 'Kate Lanier']	['Angela Bassett', 'Laurence Fishburne', 'RaéVen Kelly', 'Virginia Capers', 'Dororthy Thorton', 'Demetrice Cheathon', 'Nita Woods Allen', 'Helen Marie Lovelace', 'Natalie Wilson', 'Seymour Daniel Jr.', 'David McKinney', 'Jayd Stanfield', 'Maurice ONeal', 'Frank Rasberry', 'Monroe Howard', 'Serist Roberts', 'Wakeen Best', 'Michelle Andera Jackson']
682	I Know What You Did Last Summer (1997)	Horror, Mystery, and Thriller	Jim Gillespie	Lois Duncan and Kevin Williamson	Jennifer Love Hewitt, Sarah Michelle Gellar, Anne Heche, Ryan Phillippe, Freddie Prinze Jr., Muse Watson, Bridgette Wilson-Sampras, Johnny Galecki, Stuart Greer, J. Don Ferguson, Deborah Hobart, Mary McMillan, Rasool JHan, Dan Albright, Lynda Clark, Shea Broom, John Bennes, and Jennifer Bland	1997	1h 41min	R	5.7	139K	100	average	Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.	['Horror', 'Mystery', 'Thriller']	['Jim Gillespie']	['Lois Duncan', 'Kevin Williamson']	['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Anne Heche', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Muse Watson', 'Bridgette Wilson-Sampras', 'Johnny Galecki', 'Stuart Greer', 'J. Don Ferguson', 'Deborah Hobart', 'Mary McMillan', 'Rasool JHan', 'Dan Albright', 'Lynda Clark', 'Shea Broom', 'John Bennes', 'Jennifer Bland']
768	Casper (1995)	Adventure and Children's	Brad Silberling	Joseph Oriolo, Sherri Stoner, and Deanna Oliver	Bill Pullman, Christina Ricci, Cathy Moriarty, Eric Idle, Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Ben Stein, Don Novello, Fred Rogers, Terry Murphy, Ernestine Mercer, Doug Bruckner, Joe Nipote, Joe Alaskey, Brad Garrett, John Kassir, and Garette Ratliff Henson	1995	1h 40min	PG	6.1	128K	52	average	An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.	"['Adventure', ""Children's""]"	['Brad Silberling']	['Joseph Oriolo', 'Sherri Stoner', 'Deanna Oliver']	['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle', 'Chauncey Leopardi', 'Spencer Vrooman', 'Malachi Pearson', 'Ben Stein', 'Don Novello', 'Fred Rogers', 'Terry Murphy', 'Ernestine Mercer', 'Doug Bruckner', 'Joe Nipote', 'Joe Alaskey', 'Brad Garrett', 'John Kassir', 'Garette Ratliff Henson']
1422	Suture (1993)	Film-Noir and Thriller	Scott McGehee and David Siegel	Scott McGehee and David Siegel	Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill, Michael Harris, David Graf, Fran Ryan, John Ingle, Sanford Gibbons, Mark DeMichele, Sandra Ellis Lafferty, Capri Darling, Carol Kiernan, Laura Groppe, Mel Coleman, Lon Carli, Ann Van Wey, and Sam Smiley	1993	1h 36min	Not Rated	6.6	1.9K	4	unpopular	After his brother tries to kill him, a man survives only to find himself in another man's body.	['Film-Noir', 'Thriller']	['Scott McGehee', 'David Siegel']	['Scott McGehee', 'David Siegel']	['Dennis Haysbert', 'Mel Harris', 'Sab Shimono', 'Dina Merrill', 'Michael Harris', 'David Graf', 'Fran Ryan', 'John Ingle', 'Sanford Gibbons', 'Mark DeMichele', 'Sandra Ellis Lafferty', 'Capri Darling', 'Carol Kiernan', 'Laura Groppe', 'Mel Coleman', 'Lon Carli', 'Ann Van Wey', 'Sam Smiley']
454	Bastard Out of Carolina (1996)	Drama	Anjelica Huston	Dorothy Allison and Anne Meredith	Jennifer Jason Leigh, Ron Eldard, Glenne Headly, Lyle Lovett, Jena Malone, Dermot Mulroney, Christina Ricci, Michael Rooker, Diana Scarwid, Susan Traylor, Grace Zabriskie, Richard Todd Sullivan, Pat Hingle, Lindley Mayer, Jamison Stewart, Timothy Stewart, Kelsey Elizabeth Boulware, and Jeffrey Pillars	1996	1h 38min	R	7.4	4.3K	16	average	A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?	['Drama']	['Anjelica Huston']	['Dorothy Allison', 'Anne Meredith']	['Jennifer Jason Leigh', 'Ron Eldard', 'Glenne Headly', 'Lyle Lovett', 'Jena Malone', 'Dermot Mulroney', 'Christina Ricci', 'Michael Rooker', 'Diana Scarwid', 'Susan Traylor', 'Grace Zabriskie', 'Richard Todd Sullivan', 'Pat Hingle', 'Lindley Mayer', 'Jamison Stewart', 'Timothy Stewart', 'Kelsey Elizabeth Boulware', 'Jeffrey Pillars']
930	Chain Reaction (1996)	Action, Adventure, and Thriller	Andrew Davis	Arne Schmidt, Rick Seaman, and Josh Friedman	Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward, Kevin Dunn, Brian Cox, Joanna Cassidy, Chelcie Ross, Nicholas Rudall, Tzi Ma, Krzysztof Pieczynski, Julie Pearl, Godfrey, Gene Barge, Nathan Davis, Aaron Williams, Daniel H. Friedman, and Johnny Lee Davenport	1996	1h 47min	PG-13	5.7	51K	80	average	Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.	['Action', 'Adventure', 'Thriller']	['Andrew Davis']	['Arne Schmidt', 'Rick Seaman', 'Josh Friedman']	['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz', 'Fred Ward', 'Kevin Dunn', 'Brian Cox', 'Joanna Cassidy', 'Chelcie Ross', 'Nicholas Rudall', 'Tzi Ma', 'Krzysztof Pieczynski', 'Julie Pearl', 'Godfrey', 'Gene Barge', 'Nathan Davis', 'Aaron Williams', 'Daniel H. Friedman', 'Johnny Lee Davenport']
1224	Scout, The (1994)	Drama	Michael Ritchie	Roger Angell, Andrew Bergman, and Albert Brooks	Albert Brooks, Brendan Fraser, Dianne Wiest, Anne Twomey, Lane Smith, Michael Rapaport, Barry Shabaka Henley, John Capodice, Art Garfield, Louis Giovannetti, Stephen Demek, Ralph Drischell, Brett Rickaby, Jack Rader, Marcia Rodd, Steve Eastin, Lee Weaver, and John LaMotta	1994	1h 41min	PG-13	5.4	6.3K	12	average	The story of a baseball scout who discovers a talented but troubled baseball player.	['Drama']	['Michael Ritchie']	['Roger Angell', 'Andrew Bergman', 'Albert Brooks']	['Albert Brooks', 'Brendan Fraser', 'Dianne Wiest', 'Anne Twomey', 'Lane Smith', 'Michael Rapaport', 'Barry Shabaka Henley', 'John Capodice', 'Art Garfield', 'Louis Giovannetti', 'Stephen Demek', 'Ralph Drischell', 'Brett Rickaby', 'Jack Rader', 'Marcia Rodd', 'Steve Eastin', 'Lee Weaver', 'John LaMotta']
621	Davy Crockett, King of the Wild Frontier (1955)	Western	Norman Foster	Thomas W. Blackburn	Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, William Bakewell, Kenneth Tobey, Pat Hogan, Helene Stanley, Nick Cravat, Don Megowan, Mike Mazurki, Jeff Thompson, Henry Joyner, Campbell Brown, Robert Booth, Eugene Brindel, Benjamin Hornbuckle, and Jim Maddux	1955	1h 33min	Approved	7.0	4K	11	average	American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.	['Western']	['Norman Foster']	['Thomas W. Blackburn']	['Fess Parker', 'Buddy Ebsen', 'Basil Ruysdael', 'Hans Conried', 'William Bakewell', 'Kenneth Tobey', 'Pat Hogan', 'Helene Stanley', 'Nick Cravat', 'Don Megowan', 'Mike Mazurki', 'Jeff Thompson', 'Henry Joyner', 'Campbell Brown', 'Robert Booth', 'Eugene Brindel', 'Benjamin Hornbuckle', 'Jim Maddux']
80	Hot Shots! Part Deux (1993)	Action, Comedy, and War	Jim Abrahams	Jim Abrahams and Pat Proft	Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Brenda Bakke, Miguel Ferrer, Rowan Atkinson, Jerry Haleva, David Wohl, Mitchell Ryan, Michael Colyar, Ryan Stiles, Rosemary Johnston, Ben Lemon, Buck McDancer, Larry Lindsey, Ed Beheler, and Daniel T. Healy	1993	1h 26min	PG-13	6.6	88K	68	average	"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."	['Action', 'Comedy', 'War']	['Jim Abrahams']	['Jim Abrahams', 'Pat Proft']	['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino', 'Richard Crenna', 'Brenda Bakke', 'Miguel Ferrer', 'Rowan Atkinson', 'Jerry Haleva', 'David Wohl', 'Mitchell Ryan', 'Michael Colyar', 'Ryan Stiles', 'Rosemary Johnston', 'Ben Lemon', 'Buck McDancer', 'Larry Lindsey', 'Ed Beheler', 'Daniel T. Healy']
1670	Tainted (1998)	Comedy and Thriller	Brian Evans	Sean Farley	Jason Brouwer, T.J. Timon, Ronnie Walsh, Greg James, Stacey Murphy, Trish Stroh, Tuyen Cao, Kevin Joy, Sean Farley, Dean Chekvala, Carol Thoel, Edward Zeimis, Kristy Thoel, Robert St. Mary, Benedetto Sorrentino, Scott Clevenger, Tina Kapousis, and Micheal Agrusso	1998	1h 48min	R	4.3	126	1	unpopular	A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.	['Comedy', 'Thriller']	['Brian Evans']	['Sean Farley']	['Jason Brouwer', 'T.J. Timon', 'Ronnie Walsh', 'Greg James', 'Stacey Murphy', 'Trish Stroh', 'Tuyen Cao', 'Kevin Joy', 'Sean Farley', 'Dean Chekvala', 'Carol Thoel', 'Edward Zeimis', 'Kristy Thoel', 'Robert St. Mary', 'Benedetto Sorrentino', 'Scott Clevenger', 'Tina Kapousis', 'Micheal Agrusso']
676	Crucible, The (1996)	Drama	Nicholas Hytner	Arthur Miller	Daniel Day-Lewis, Winona Ryder, Paul Scofield, Joan Allen, Bruce Davison, Rob Campbell, Jeffrey Jones, Peter Vaughan, Karron Graves, Charlayne Woodard, Frances Conroy, Elizabeth Lawrence, George Gaynes, Mary Pat Gleason, Robert Breuler, Rachael Bella, Ashley Peldon, and Tom McDermott	1996	2h 4min	PG-13	6.8	37K	77	average	A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.	['Drama']	['Nicholas Hytner']	['Arthur Miller']	['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Joan Allen', 'Bruce Davison', 'Rob Campbell', 'Jeffrey Jones', 'Peter Vaughan', 'Karron Graves', 'Charlayne Woodard', 'Frances Conroy', 'Elizabeth Lawrence', 'George Gaynes', 'Mary Pat Gleason', 'Robert Breuler', 'Rachael Bella', 'Ashley Peldon', 'Tom McDermott']
